,vertex,moves,neighbors
954,"[['u9', 'u8', 'u7', 'u6', 'u5', 'u4', 'u3', 'u2', 'u1'], ['r1', 'r2', 'r3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['b1', 'b2', 'b3', 'f4', 'f5', 'f6', 'l7', 'l8', 'l9'], ['l1', 'l2', 'l3', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['f1', 'f2', 'f3', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['d7', 'd4', 'd1', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]","['d', 'up', 'up']","[['u9', 'u8', 'u7', 'u6', 'u5', 'u4', 'u3', 'u2', 'u1'], ['r1', 'r2', 'r3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['b1', 'b2', 'b3', 'f4', 'f5', 'f6', 'l7', 'l8', 'l9'], ['l1', 'l2', 'l3', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['f1', 'f2', 'f3', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['d7', 'd4', 'd1', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]"
955,"[['l1', 'u6', 'u9', 'f4', 'u5', 'u8', 'l7', 'u4', 'u7'], ['b3', 'l6', 'b9', 'b2', 'l5', 'b8', 'b1', 'l4', 'b7'], ['d7', 'l2', 'l3', 'd8', 'f5', 'f6', 'd9', 'l8', 'l9'], ['f1', 'f2', 'f3', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['r1', 'r2', 'u1', 'b4', 'b5', 'u2', 'r7', 'r8', 'u3'], ['r9', 'd4', 'd1', 'b6', 'd5', 'd2', 'r3', 'd6', 'd3']]","['d', 'up', 'lp']","[['l1', 'u6', 'u9', 'f4', 'u5', 'u8', 'l7', 'u4', 'u7'], ['b3', 'l6', 'b9', 'b2', 'l5', 'b8', 'b1', 'l4', 'b7'], ['d7', 'l2', 'l3', 'd8', 'f5', 'f6', 'd9', 'l8', 'l9'], ['f1', 'f2', 'f3', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['r1', 'r2', 'u1', 'b4', 'b5', 'u2', 'r7', 'r8', 'u3'], ['r9', 'd4', 'd1', 'b6', 'd5', 'd2', 'r3', 'd6', 'd3']]"
956,"[['u3', 'u6', 'u9', 'u2', 'u5', 'u8', 'f1', 'r4', 'f7'], ['b1', 'b2', 'u7', 'l4', 'l5', 'u4', 'b7', 'b8', 'u1'], ['l3', 'f6', 'l9', 'l2', 'f5', 'l8', 'l1', 'f4', 'l7'], ['d1', 'f2', 'f3', 'd4', 'r5', 'r6', 'd7', 'f8', 'f9'], ['r1', 'r2', 'r3', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['b3', 'l6', 'b9', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]","['d', 'up', 'fp']","[['u3', 'u6', 'u9', 'u2', 'u5', 'u8', 'f1', 'r4', 'f7'], ['b1', 'b2', 'u7', 'l4', 'l5', 'u4', 'b7', 'b8', 'u1'], ['l3', 'f6', 'l9', 'l2', 'f5', 'l8', 'l1', 'f4', 'l7'], ['d1', 'f2', 'f3', 'd4', 'r5', 'r6', 'd7', 'f8', 'f9'], ['r1', 'r2', 'r3', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['b3', 'l6', 'b9', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]"
957,"[['u3', 'u6', 'r7', 'u2', 'u5', 'b4', 'u1', 'u4', 'r1'], ['b1', 'b2', 'b3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['l1', 'l2', 'u9', 'f4', 'f5', 'u8', 'l7', 'l8', 'u7'], ['f3', 'r6', 'f9', 'f2', 'r5', 'f8', 'f1', 'r4', 'f7'], ['d3', 'r2', 'r3', 'd2', 'b5', 'b6', 'd1', 'r8', 'r9'], ['d7', 'd4', 'l3', 'd8', 'd5', 'f6', 'd9', 'd6', 'l9']]","['d', 'up', 'rp']","[['u3', 'u6', 'r7', 'u2', 'u5', 'b4', 'u1', 'u4', 'r1'], ['b1', 'b2', 'b3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['l1', 'l2', 'u9', 'f4', 'f5', 'u8', 'l7', 'l8', 'u7'], ['f3', 'r6', 'f9', 'f2', 'r5', 'f8', 'f1', 'r4', 'f7'], ['d3', 'r2', 'r3', 'd2', 'b5', 'b6', 'd1', 'r8', 'r9'], ['d7', 'd4', 'l3', 'd8', 'd5', 'f6', 'd9', 'd6', 'l9']]"
958,"[['b7', 'l4', 'b1', 'u2', 'u5', 'u8', 'u1', 'u4', 'u7'], ['d9', 'b2', 'b3', 'd6', 'l5', 'l6', 'd3', 'b8', 'b9'], ['l1', 'l2', 'l3', 'f4', 'f5', 'f6', 'l7', 'l8', 'l9'], ['f1', 'f2', 'u3', 'r4', 'r5', 'u6', 'f7', 'f8', 'u9'], ['r3', 'b6', 'r9', 'r2', 'b5', 'r8', 'r1', 'b4', 'r7'], ['d7', 'd4', 'd1', 'd8', 'd5', 'd2', 'f9', 'r6', 'f3']]","['d', 'up', 'bp']","[['b7', 'l4', 'b1', 'u2', 'u5', 'u8', 'u1', 'u4', 'u7'], ['d9', 'b2', 'b3', 'd6', 'l5', 'l6', 'd3', 'b8', 'b9'], ['l1', 'l2', 'l3', 'f4', 'f5', 'f6', 'l7', 'l8', 'l9'], ['f1', 'f2', 'u3', 'r4', 'r5', 'u6', 'f7', 'f8', 'u9'], ['r3', 'b6', 'r9', 'r2', 'b5', 'r8', 'r1', 'b4', 'r7'], ['d7', 'd4', 'd1', 'd8', 'd5', 'd2', 'f9', 'r6', 'f3']]"
959,"[['u3', 'u6', 'u9', 'u2', 'u5', 'u8', 'u1', 'u4', 'u7'], ['b1', 'b2', 'b3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['l1', 'l2', 'l3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['f1', 'f2', 'f3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['r1', 'r2', 'r3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]","['d', 'up', 'dp']","[['u3', 'u6', 'u9', 'u2', 'u5', 'u8', 'u1', 'u4', 'u7'], ['b1', 'b2', 'b3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['l1', 'l2', 'l3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['f1', 'f2', 'f3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['r1', 'r2', 'r3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]"
960,"[['l7', 'f4', 'f1', 'u8', 'u5', 'u2', 'u9', 'u6', 'u3'], ['d7', 'f2', 'f3', 'l2', 'l5', 'b8', 'l1', 'l4', 'b7'], ['r1', 'r2', 'r3', 'd8', 'f5', 'f6', 'd9', 'l8', 'l9'], ['b1', 'b2', 'u7', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['l3', 'l6', 'b9', 'b4', 'b5', 'u4', 'r7', 'r8', 'u1'], ['r9', 'd4', 'd1', 'b6', 'd5', 'd2', 'b3', 'd6', 'd3']]","['d', 'lp', 'u']","[['l7', 'f4', 'f1', 'u8', 'u5', 'u2', 'u9', 'u6', 'u3'], ['d7', 'f2', 'f3', 'l2', 'l5', 'b8', 'l1', 'l4', 'b7'], ['r1', 'r2', 'r3', 'd8', 'f5', 'f6', 'd9', 'l8', 'l9'], ['b1', 'b2', 'u7', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['l3', 'l6', 'b9', 'b4', 'b5', 'u4', 'r7', 'r8', 'u1'], ['r9', 'd4', 'd1', 'b6', 'd5', 'd2', 'b3', 'd6', 'd3']]"
961,"[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'l7', 'l8', 'l9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['d7', 'd4', 'd1', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]","['d', 'lp', 'l']","[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'l7', 'l8', 'l9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['d7', 'd4', 'd1', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]"
962,"[['f1', 'u2', 'u3', 'f4', 'u5', 'u6', 'b7', 'b8', 'b9'], ['l3', 'l6', 'r9', 'l2', 'l5', 'd4', 'l1', 'l4', 'd1'], ['d9', 'd8', 'd7', 'l8', 'f5', 'f2', 'l9', 'f6', 'f3'], ['l7', 'r2', 'r3', 'u8', 'r5', 'r6', 'u9', 'f8', 'f9'], ['b1', 'b2', 'u7', 'b4', 'b5', 'u4', 'r7', 'r8', 'u1'], ['f7', 'r4', 'r1', 'b6', 'd5', 'd2', 'b3', 'd6', 'd3']]","['d', 'lp', 'f']","[['f1', 'u2', 'u3', 'f4', 'u5', 'u6', 'b7', 'b8', 'b9'], ['l3', 'l6', 'r9', 'l2', 'l5', 'd4', 'l1', 'l4', 'd1'], ['d9', 'd8', 'd7', 'l8', 'f5', 'f2', 'l9', 'f6', 'f3'], ['l7', 'r2', 'r3', 'u8', 'r5', 'r6', 'u9', 'f8', 'f9'], ['b1', 'b2', 'u7', 'b4', 'b5', 'u4', 'r7', 'r8', 'u1'], ['f7', 'r4', 'r1', 'b6', 'd5', 'd2', 'b3', 'd6', 'd3']]"
963,"[['f1', 'u2', 'f3', 'f4', 'u5', 'f6', 'l7', 'u8', 'l9'], ['l3', 'l6', 'b9', 'l2', 'l5', 'b8', 'l1', 'l4', 'b7'], ['d7', 'f2', 'd1', 'd8', 'f5', 'd2', 'd9', 'l8', 'd3'], ['f7', 'r4', 'r1', 'f8', 'r5', 'r2', 'f9', 'r6', 'r3'], ['u9', 'b2', 'u7', 'u6', 'b5', 'u4', 'u3', 'r8', 'u1'], ['r9', 'd4', 'r7', 'b6', 'd5', 'b4', 'b3', 'd6', 'b1']]","['d', 'lp', 'r']","[['f1', 'u2', 'f3', 'f4', 'u5', 'f6', 'l7', 'u8', 'l9'], ['l3', 'l6', 'b9', 'l2', 'l5', 'b8', 'l1', 'l4', 'b7'], ['d7', 'f2', 'd1', 'd8', 'f5', 'd2', 'd9', 'l8', 'd3'], ['f7', 'r4', 'r1', 'f8', 'r5', 'r2', 'f9', 'r6', 'r3'], ['u9', 'b2', 'u7', 'u6', 'b5', 'u4', 'u3', 'r8', 'u1'], ['r9', 'd4', 'r7', 'b6', 'd5', 'b4', 'b3', 'd6', 'b1']]"
964,"[['r3', 'r6', 'f9', 'f4', 'u5', 'u6', 'l7', 'u8', 'u9'], ['u3', 'l6', 'b9', 'u2', 'l5', 'b8', 'f1', 'l4', 'b7'], ['d7', 'f2', 'f3', 'd8', 'f5', 'f6', 'd9', 'l8', 'l9'], ['r1', 'r2', 'd3', 'r4', 'r5', 'd6', 'f7', 'f8', 'b3'], ['r7', 'b4', 'b1', 'r8', 'b5', 'b2', 'u1', 'u4', 'u7'], ['r9', 'd4', 'd1', 'b6', 'd5', 'd2', 'l3', 'l2', 'l1']]","['d', 'lp', 'b']","[['r3', 'r6', 'f9', 'f4', 'u5', 'u6', 'l7', 'u8', 'u9'], ['u3', 'l6', 'b9', 'u2', 'l5', 'b8', 'f1', 'l4', 'b7'], ['d7', 'f2', 'f3', 'd8', 'f5', 'f6', 'd9', 'l8', 'l9'], ['r1', 'r2', 'd3', 'r4', 'r5', 'd6', 'f7', 'f8', 'b3'], ['r7', 'b4', 'b1', 'r8', 'b5', 'b2', 'u1', 'u4', 'u7'], ['r9', 'd4', 'd1', 'b6', 'd5', 'd2', 'l3', 'l2', 'l1']]"
965,"[['f1', 'u2', 'u3', 'f4', 'u5', 'u6', 'l7', 'u8', 'u9'], ['l3', 'l6', 'b9', 'l2', 'l5', 'b8', 'r7', 'r8', 'u1'], ['d7', 'f2', 'f3', 'd8', 'f5', 'f6', 'l1', 'l4', 'b7'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'd9', 'l8', 'l9'], ['b1', 'b2', 'u7', 'b4', 'b5', 'u4', 'f7', 'f8', 'f9'], ['b3', 'b6', 'r9', 'd6', 'd5', 'd4', 'd3', 'd2', 'd1']]","['d', 'lp', 'd']","[['f1', 'u2', 'u3', 'f4', 'u5', 'u6', 'l7', 'u8', 'u9'], ['l3', 'l6', 'b9', 'l2', 'l5', 'b8', 'r7', 'r8', 'u1'], ['d7', 'f2', 'f3', 'd8', 'f5', 'f6', 'l1', 'l4', 'b7'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'd9', 'l8', 'l9'], ['b1', 'b2', 'u7', 'b4', 'b5', 'u4', 'f7', 'f8', 'f9'], ['b3', 'b6', 'r9', 'd6', 'd5', 'd4', 'd3', 'd2', 'd1']]"
966,"[['u3', 'u6', 'u9', 'u2', 'u5', 'u8', 'f1', 'f4', 'l7'], ['b1', 'b2', 'u7', 'l2', 'l5', 'b8', 'l1', 'l4', 'b7'], ['l3', 'l6', 'b9', 'd8', 'f5', 'f6', 'd9', 'l8', 'l9'], ['d7', 'f2', 'f3', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['r1', 'r2', 'r3', 'b4', 'b5', 'u4', 'r7', 'r8', 'u1'], ['r9', 'd4', 'd1', 'b6', 'd5', 'd2', 'b3', 'd6', 'd3']]","['d', 'lp', 'up']","[['u3', 'u6', 'u9', 'u2', 'u5', 'u8', 'f1', 'f4', 'l7'], ['b1', 'b2', 'u7', 'l2', 'l5', 'b8', 'l1', 'l4', 'b7'], ['l3', 'l6', 'b9', 'd8', 'f5', 'f6', 'd9', 'l8', 'l9'], ['d7', 'f2', 'f3', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['r1', 'r2', 'r3', 'b4', 'b5', 'u4', 'r7', 'r8', 'u1'], ['r9', 'd4', 'd1', 'b6', 'd5', 'd2', 'b3', 'd6', 'd3']]"
967,"[['d7', 'u2', 'u3', 'd8', 'u5', 'u6', 'd9', 'u8', 'u9'], ['b9', 'b8', 'b7', 'l6', 'l5', 'l4', 'l3', 'l2', 'l1'], ['r9', 'f2', 'f3', 'b6', 'f5', 'f6', 'b3', 'l8', 'l9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'l7', 'b4', 'b5', 'f4', 'r7', 'r8', 'f1'], ['u1', 'd4', 'd1', 'u4', 'd5', 'd2', 'u7', 'd6', 'd3']]","['d', 'lp', 'lp']","[['d7', 'u2', 'u3', 'd8', 'u5', 'u6', 'd9', 'u8', 'u9'], ['b9', 'b8', 'b7', 'l6', 'l5', 'l4', 'l3', 'l2', 'l1'], ['r9', 'f2', 'f3', 'b6', 'f5', 'f6', 'b3', 'l8', 'l9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'l7', 'b4', 'b5', 'f4', 'r7', 'r8', 'f1'], ['u1', 'd4', 'd1', 'u4', 'd5', 'd2', 'u7', 'd6', 'd3']]"
968,"[['f1', 'u2', 'u3', 'f4', 'u5', 'u6', 'r1', 'r4', 'f7'], ['l3', 'l6', 'u9', 'l2', 'l5', 'u8', 'l1', 'l4', 'l7'], ['f3', 'f6', 'l9', 'f2', 'f5', 'l8', 'd7', 'd8', 'd9'], ['d1', 'r2', 'r3', 'd4', 'r5', 'r6', 'r9', 'f8', 'f9'], ['b1', 'b2', 'u7', 'b4', 'b5', 'u4', 'r7', 'r8', 'u1'], ['b9', 'b8', 'b7', 'b6', 'd5', 'd2', 'b3', 'd6', 'd3']]","['d', 'lp', 'fp']","[['f1', 'u2', 'u3', 'f4', 'u5', 'u6', 'r1', 'r4', 'f7'], ['l3', 'l6', 'u9', 'l2', 'l5', 'u8', 'l1', 'l4', 'l7'], ['f3', 'f6', 'l9', 'f2', 'f5', 'l8', 'd7', 'd8', 'd9'], ['d1', 'r2', 'r3', 'd4', 'r5', 'r6', 'r9', 'f8', 'f9'], ['b1', 'b2', 'u7', 'b4', 'b5', 'u4', 'r7', 'r8', 'u1'], ['b9', 'b8', 'b7', 'b6', 'd5', 'd2', 'b3', 'd6', 'd3']]"
969,"[['f1', 'u2', 'r7', 'f4', 'u5', 'b4', 'l7', 'u8', 'b1'], ['l3', 'l6', 'b9', 'l2', 'l5', 'b8', 'l1', 'l4', 'b7'], ['d7', 'f2', 'u3', 'd8', 'f5', 'u6', 'd9', 'l8', 'u9'], ['r3', 'r6', 'f9', 'r2', 'r5', 'f8', 'r1', 'r4', 'f7'], ['d3', 'b2', 'u7', 'd2', 'b5', 'u4', 'd1', 'r8', 'u1'], ['r9', 'd4', 'f3', 'b6', 'd5', 'f6', 'b3', 'd6', 'l9']]","['d', 'lp', 'rp']","[['f1', 'u2', 'r7', 'f4', 'u5', 'b4', 'l7', 'u8', 'b1'], ['l3', 'l6', 'b9', 'l2', 'l5', 'b8', 'l1', 'l4', 'b7'], ['d7', 'f2', 'u3', 'd8', 'f5', 'u6', 'd9', 'l8', 'u9'], ['r3', 'r6', 'f9', 'r2', 'r5', 'f8', 'r1', 'r4', 'f7'], ['d3', 'b2', 'u7', 'd2', 'b5', 'u4', 'd1', 'r8', 'u1'], ['r9', 'd4', 'f3', 'b6', 'd5', 'f6', 'b3', 'd6', 'l9']]"
970,"[['l1', 'l2', 'l3', 'f4', 'u5', 'u6', 'l7', 'u8', 'u9'], ['b3', 'l6', 'b9', 'd6', 'l5', 'b8', 'd3', 'l4', 'b7'], ['d7', 'f2', 'f3', 'd8', 'f5', 'f6', 'd9', 'l8', 'l9'], ['r1', 'r2', 'f1', 'r4', 'r5', 'u2', 'f7', 'f8', 'u3'], ['u7', 'u4', 'u1', 'b2', 'b5', 'r8', 'b1', 'b4', 'r7'], ['r9', 'd4', 'd1', 'b6', 'd5', 'd2', 'f9', 'r6', 'r3']]","['d', 'lp', 'bp']","[['l1', 'l2', 'l3', 'f4', 'u5', 'u6', 'l7', 'u8', 'u9'], ['b3', 'l6', 'b9', 'd6', 'l5', 'b8', 'd3', 'l4', 'b7'], ['d7', 'f2', 'f3', 'd8', 'f5', 'f6', 'd9', 'l8', 'l9'], ['r1', 'r2', 'f1', 'r4', 'r5', 'u2', 'f7', 'f8', 'u3'], ['u7', 'u4', 'u1', 'b2', 'b5', 'r8', 'b1', 'b4', 'r7'], ['r9', 'd4', 'd1', 'b6', 'd5', 'd2', 'f9', 'r6', 'r3']]"
971,"[['f1', 'u2', 'u3', 'f4', 'u5', 'u6', 'l7', 'u8', 'u9'], ['l3', 'l6', 'b9', 'l2', 'l5', 'b8', 'd9', 'l8', 'l9'], ['d7', 'f2', 'f3', 'd8', 'f5', 'f6', 'f7', 'f8', 'f9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'r7', 'r8', 'u1'], ['b1', 'b2', 'u7', 'b4', 'b5', 'u4', 'l1', 'l4', 'b7'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'r9', 'b6', 'b3']]","['d', 'lp', 'dp']","[['f1', 'u2', 'u3', 'f4', 'u5', 'u6', 'l7', 'u8', 'u9'], ['l3', 'l6', 'b9', 'l2', 'l5', 'b8', 'd9', 'l8', 'l9'], ['d7', 'f2', 'f3', 'd8', 'f5', 'f6', 'f7', 'f8', 'f9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'r7', 'r8', 'u1'], ['b1', 'b2', 'u7', 'b4', 'b5', 'u4', 'l1', 'l4', 'b7'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'r9', 'b6', 'b3']]"
972,"[['r1', 'u4', 'u1', 'r4', 'u5', 'u2', 'f7', 'u6', 'u3'], ['f3', 'f6', 'l9', 'l4', 'l5', 'u8', 'b7', 'b8', 'u7'], ['d1', 'r2', 'r3', 'f2', 'f5', 'l8', 'f1', 'f4', 'l7'], ['b1', 'b2', 'b3', 'd4', 'r5', 'r6', 'd7', 'f8', 'f9'], ['l1', 'l2', 'u9', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['l3', 'l6', 'b9', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]","['d', 'fp', 'u']","[['r1', 'u4', 'u1', 'r4', 'u5', 'u2', 'f7', 'u6', 'u3'], ['f3', 'f6', 'l9', 'l4', 'l5', 'u8', 'b7', 'b8', 'u7'], ['d1', 'r2', 'r3', 'f2', 'f5', 'l8', 'f1', 'f4', 'l7'], ['b1', 'b2', 'b3', 'd4', 'r5', 'r6', 'd7', 'f8', 'f9'], ['l1', 'l2', 'u9', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['l3', 'l6', 'b9', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]"
973,"[['r9', 'u2', 'u3', 'b6', 'u5', 'u6', 'b3', 'r4', 'f7'], ['b7', 'l4', 'l1', 'b8', 'l5', 'l2', 'u7', 'u8', 'u9'], ['u1', 'f6', 'l9', 'u4', 'f5', 'l8', 'r1', 'f4', 'l7'], ['d1', 'r2', 'r3', 'd4', 'r5', 'r6', 'd7', 'f8', 'f9'], ['b1', 'b2', 'd9', 'b4', 'b5', 'd8', 'r7', 'r8', 'l3'], ['f3', 'l6', 'b9', 'f2', 'd5', 'd2', 'f1', 'd6', 'd3']]","['d', 'fp', 'l']","[['r9', 'u2', 'u3', 'b6', 'u5', 'u6', 'b3', 'r4', 'f7'], ['b7', 'l4', 'l1', 'b8', 'l5', 'l2', 'u7', 'u8', 'u9'], ['u1', 'f6', 'l9', 'u4', 'f5', 'l8', 'r1', 'f4', 'l7'], ['d1', 'r2', 'r3', 'd4', 'r5', 'r6', 'd7', 'f8', 'f9'], ['b1', 'b2', 'd9', 'b4', 'b5', 'd8', 'r7', 'r8', 'l3'], ['f3', 'l6', 'b9', 'f2', 'd5', 'd2', 'f1', 'd6', 'd3']]"
974,"[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'l7', 'l8', 'l9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['d7', 'd4', 'd1', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]","['d', 'fp', 'f']","[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'l7', 'l8', 'l9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['d7', 'd4', 'd1', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]"
975,"[['u1', 'u2', 'l9', 'u4', 'u5', 'l8', 'r1', 'r4', 'l7'], ['l1', 'l2', 'u9', 'l4', 'l5', 'u8', 'b7', 'b8', 'u7'], ['f3', 'f6', 'b9', 'f2', 'f5', 'd2', 'f1', 'f4', 'd3'], ['d7', 'd4', 'd1', 'f8', 'r5', 'r2', 'f9', 'r6', 'r3'], ['f7', 'b2', 'b3', 'u6', 'b5', 'b6', 'u3', 'r8', 'r9'], ['l3', 'l6', 'r7', 'd8', 'd5', 'b4', 'd9', 'd6', 'b1']]","['d', 'fp', 'r']","[['u1', 'u2', 'l9', 'u4', 'u5', 'l8', 'r1', 'r4', 'l7'], ['l1', 'l2', 'u9', 'l4', 'l5', 'u8', 'b7', 'b8', 'u7'], ['f3', 'f6', 'b9', 'f2', 'f5', 'd2', 'f1', 'f4', 'd3'], ['d7', 'd4', 'd1', 'f8', 'r5', 'r2', 'f9', 'r6', 'r3'], ['f7', 'b2', 'b3', 'u6', 'b5', 'b6', 'u3', 'r8', 'r9'], ['l3', 'l6', 'r7', 'd8', 'd5', 'b4', 'd9', 'd6', 'b1']]"
976,"[['r3', 'r6', 'f9', 'u4', 'u5', 'u6', 'r1', 'r4', 'f7'], ['u3', 'l2', 'u9', 'u2', 'l5', 'u8', 'u1', 'b8', 'u7'], ['f3', 'f6', 'l9', 'f2', 'f5', 'l8', 'f1', 'f4', 'l7'], ['d1', 'r2', 'd3', 'd4', 'r5', 'd6', 'd7', 'f8', 'd9'], ['r7', 'b4', 'b1', 'r8', 'b5', 'b2', 'r9', 'b6', 'b3'], ['l3', 'l6', 'b9', 'd8', 'd5', 'd2', 'l1', 'l4', 'b7']]","['d', 'fp', 'b']","[['r3', 'r6', 'f9', 'u4', 'u5', 'u6', 'r1', 'r4', 'f7'], ['u3', 'l2', 'u9', 'u2', 'l5', 'u8', 'u1', 'b8', 'u7'], ['f3', 'f6', 'l9', 'f2', 'f5', 'l8', 'f1', 'f4', 'l7'], ['d1', 'r2', 'd3', 'd4', 'r5', 'd6', 'd7', 'f8', 'd9'], ['r7', 'b4', 'b1', 'r8', 'b5', 'b2', 'r9', 'b6', 'b3'], ['l3', 'l6', 'b9', 'd8', 'd5', 'd2', 'l1', 'l4', 'b7']]"
977,"[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'r1', 'r4', 'f7'], ['l1', 'l2', 'u9', 'l4', 'l5', 'u8', 'r7', 'r8', 'r9'], ['f3', 'f6', 'l9', 'f2', 'f5', 'l8', 'b7', 'b8', 'u7'], ['d1', 'r2', 'r3', 'd4', 'r5', 'r6', 'f1', 'f4', 'l7'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'd7', 'f8', 'f9'], ['d9', 'd8', 'l3', 'd6', 'd5', 'l6', 'd3', 'd2', 'b9']]","['d', 'fp', 'd']","[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'r1', 'r4', 'f7'], ['l1', 'l2', 'u9', 'l4', 'l5', 'u8', 'r7', 'r8', 'r9'], ['f3', 'f6', 'l9', 'f2', 'f5', 'l8', 'b7', 'b8', 'u7'], ['d1', 'r2', 'r3', 'd4', 'r5', 'r6', 'f1', 'f4', 'l7'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'd7', 'f8', 'f9'], ['d9', 'd8', 'l3', 'd6', 'd5', 'l6', 'd3', 'd2', 'b9']]"
