,vertex,moves,neighbors
190,"[['l7', 'l4', 'f1', 'u8', 'u5', 'u2', 'l9', 'l6', 'f3'], ['d7', 'f2', 'd1', 'd8', 'l5', 'd2', 'd9', 'l8', 'd3'], ['f7', 'f4', 'r1', 'f8', 'f5', 'r2', 'f9', 'f6', 'r3'], ['u9', 'b2', 'u7', 'u6', 'r5', 'u4', 'u3', 'r8', 'u1'], ['l3', 'b6', 'b9', 'l2', 'b5', 'b8', 'l1', 'b4', 'b7'], ['r7', 'r4', 'b1', 'd4', 'd5', 'd6', 'r9', 'r6', 'b3']]","['u', 'f', 'bp']","[['l7', 'l4', 'f1', 'u8', 'u5', 'u2', 'l9', 'l6', 'f3'], ['d7', 'f2', 'd1', 'd8', 'l5', 'd2', 'd9', 'l8', 'd3'], ['f7', 'f4', 'r1', 'f8', 'f5', 'r2', 'f9', 'f6', 'r3'], ['u9', 'b2', 'u7', 'u6', 'r5', 'u4', 'u3', 'r8', 'u1'], ['l3', 'b6', 'b9', 'l2', 'b5', 'b8', 'l1', 'b4', 'b7'], ['r7', 'r4', 'b1', 'd4', 'd5', 'd6', 'r9', 'r6', 'b3']]"
191,"[['u7', 'u4', 'u1', 'u8', 'u5', 'u2', 'l9', 'l6', 'f3'], ['f1', 'f2', 'd1', 'l4', 'l5', 'd2', 'f9', 'f6', 'r3'], ['f7', 'f4', 'r1', 'f8', 'f5', 'r2', 'u3', 'r8', 'r9'], ['u9', 'b2', 'b3', 'u6', 'r5', 'r6', 'b7', 'b8', 'b9'], ['l1', 'l2', 'l3', 'b4', 'b5', 'b6', 'l7', 'l8', 'd3'], ['b1', 'd6', 'd9', 'r4', 'd5', 'd8', 'r7', 'd4', 'd7']]","['u', 'f', 'dp']","[['u7', 'u4', 'u1', 'u8', 'u5', 'u2', 'l9', 'l6', 'f3'], ['f1', 'f2', 'd1', 'l4', 'l5', 'd2', 'f9', 'f6', 'r3'], ['f7', 'f4', 'r1', 'f8', 'f5', 'r2', 'u3', 'r8', 'r9'], ['u9', 'b2', 'b3', 'u6', 'r5', 'r6', 'b7', 'b8', 'b9'], ['l1', 'l2', 'l3', 'b4', 'b5', 'b6', 'l7', 'l8', 'd3'], ['b1', 'd6', 'd9', 'r4', 'd5', 'd8', 'r7', 'd4', 'd7']]"
192,"[['u9', 'u8', 'u7', 'u6', 'u5', 'u4', 'f9', 'f6', 'r3'], ['r1', 'r2', 'd3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['r7', 'r4', 'b1', 'f4', 'f5', 'd6', 'f7', 'f8', 'd9'], ['u3', 'l2', 'l3', 'r8', 'r5', 'b2', 'r9', 'r6', 'b3'], ['f1', 'f2', 'f3', 'u2', 'b5', 'b6', 'u1', 'b8', 'b9'], ['d1', 'd2', 'b7', 'd4', 'd5', 'b4', 'd7', 'd8', 'l1']]","['u', 'r', 'u']","[['u9', 'u8', 'u7', 'u6', 'u5', 'u4', 'f9', 'f6', 'r3'], ['r1', 'r2', 'd3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['r7', 'r4', 'b1', 'f4', 'f5', 'd6', 'f7', 'f8', 'd9'], ['u3', 'l2', 'l3', 'r8', 'r5', 'b2', 'r9', 'r6', 'b3'], ['f1', 'f2', 'f3', 'u2', 'b5', 'b6', 'u1', 'b8', 'b9'], ['d1', 'd2', 'b7', 'd4', 'd5', 'b4', 'd7', 'd8', 'l1']]"
193,"[['b9', 'u4', 'r3', 'b6', 'u5', 'f6', 'l3', 'u6', 'f9'], ['l7', 'l4', 'f1', 'l8', 'l5', 'f2', 'l9', 'l6', 'f3'], ['u7', 'r2', 'd3', 'u8', 'f5', 'd6', 'u9', 'f8', 'd9'], ['r7', 'r4', 'b1', 'r8', 'r5', 'b2', 'r9', 'r6', 'b3'], ['u3', 'l2', 'd7', 'u2', 'b5', 'd4', 'u1', 'b8', 'd1'], ['r1', 'd2', 'b7', 'f4', 'd5', 'b4', 'f7', 'd8', 'l1']]","['u', 'r', 'l']","[['b9', 'u4', 'r3', 'b6', 'u5', 'f6', 'l3', 'u6', 'f9'], ['l7', 'l4', 'f1', 'l8', 'l5', 'f2', 'l9', 'l6', 'f3'], ['u7', 'r2', 'd3', 'u8', 'f5', 'd6', 'u9', 'f8', 'd9'], ['r7', 'r4', 'b1', 'r8', 'r5', 'b2', 'r9', 'r6', 'b3'], ['u3', 'l2', 'd7', 'u2', 'b5', 'd4', 'u1', 'b8', 'd1'], ['r1', 'd2', 'b7', 'f4', 'd5', 'b4', 'f7', 'd8', 'l1']]"
194,"[['u7', 'u4', 'r3', 'u8', 'u5', 'f6', 'l9', 'l6', 'f3'], ['f1', 'f2', 'd1', 'l4', 'l5', 'd2', 'l7', 'l8', 'b7'], ['f7', 'f4', 'r1', 'f8', 'f5', 'r2', 'd9', 'd6', 'd3'], ['u9', 'r4', 'b1', 'u6', 'r5', 'b2', 'f9', 'r6', 'b3'], ['u3', 'l2', 'l3', 'u2', 'b5', 'b6', 'u1', 'b8', 'b9'], ['r9', 'r8', 'r7', 'd4', 'd5', 'b4', 'd7', 'd8', 'l1']]","['u', 'r', 'f']","[['u7', 'u4', 'r3', 'u8', 'u5', 'f6', 'l9', 'l6', 'f3'], ['f1', 'f2', 'd1', 'l4', 'l5', 'd2', 'l7', 'l8', 'b7'], ['f7', 'f4', 'r1', 'f8', 'f5', 'r2', 'd9', 'd6', 'd3'], ['u9', 'r4', 'b1', 'u6', 'r5', 'b2', 'f9', 'r6', 'b3'], ['u3', 'l2', 'l3', 'u2', 'b5', 'b6', 'u1', 'b8', 'b9'], ['r9', 'r8', 'r7', 'd4', 'd5', 'b4', 'd7', 'd8', 'l1']]"
195,"[['u7', 'u4', 'd3', 'u8', 'u5', 'd6', 'u9', 'u6', 'd9'], ['f1', 'f2', 'f3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['r1', 'r2', 'b7', 'f4', 'f5', 'b4', 'f7', 'f8', 'l1'], ['r9', 'r8', 'r7', 'r6', 'r5', 'r4', 'b3', 'b2', 'b1'], ['f9', 'l2', 'l3', 'f6', 'b5', 'b6', 'r3', 'b8', 'b9'], ['d1', 'd2', 'u1', 'd4', 'd5', 'u2', 'd7', 'd8', 'u3']]","['u', 'r', 'r']","[['u7', 'u4', 'd3', 'u8', 'u5', 'd6', 'u9', 'u6', 'd9'], ['f1', 'f2', 'f3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['r1', 'r2', 'b7', 'f4', 'f5', 'b4', 'f7', 'f8', 'l1'], ['r9', 'r8', 'r7', 'r6', 'r5', 'r4', 'b3', 'b2', 'b1'], ['f9', 'l2', 'l3', 'f6', 'b5', 'b6', 'r3', 'b8', 'b9'], ['d1', 'd2', 'u1', 'd4', 'd5', 'u2', 'd7', 'd8', 'u3']]"
196,"[['b1', 'b2', 'b3', 'u8', 'u5', 'f6', 'u9', 'u6', 'f9'], ['r3', 'f2', 'f3', 'u4', 'l5', 'l6', 'u7', 'l8', 'l9'], ['r1', 'r2', 'd3', 'f4', 'f5', 'd6', 'f7', 'f8', 'd9'], ['r7', 'r4', 'l1', 'r8', 'r5', 'd8', 'r9', 'r6', 'd7'], ['u1', 'u2', 'u3', 'b8', 'b5', 'l2', 'b9', 'b6', 'l3'], ['d1', 'd2', 'b7', 'd4', 'd5', 'b4', 'f1', 'l4', 'l7']]","['u', 'r', 'b']","[['b1', 'b2', 'b3', 'u8', 'u5', 'f6', 'u9', 'u6', 'f9'], ['r3', 'f2', 'f3', 'u4', 'l5', 'l6', 'u7', 'l8', 'l9'], ['r1', 'r2', 'd3', 'f4', 'f5', 'd6', 'f7', 'f8', 'd9'], ['r7', 'r4', 'l1', 'r8', 'r5', 'd8', 'r9', 'r6', 'd7'], ['u1', 'u2', 'u3', 'b8', 'b5', 'l2', 'b9', 'b6', 'l3'], ['d1', 'd2', 'b7', 'd4', 'd5', 'b4', 'f1', 'l4', 'l7']]"
197,"[['u7', 'u4', 'r3', 'u8', 'u5', 'f6', 'u9', 'u6', 'f9'], ['f1', 'f2', 'f3', 'l4', 'l5', 'l6', 'u1', 'b8', 'b9'], ['r1', 'r2', 'd3', 'f4', 'f5', 'd6', 'l7', 'l8', 'l9'], ['r7', 'r4', 'b1', 'r8', 'r5', 'b2', 'f7', 'f8', 'd9'], ['u3', 'l2', 'l3', 'u2', 'b5', 'b6', 'r9', 'r6', 'b3'], ['d7', 'd4', 'd1', 'd8', 'd5', 'd2', 'l1', 'b4', 'b7']]","['u', 'r', 'd']","[['u7', 'u4', 'r3', 'u8', 'u5', 'f6', 'u9', 'u6', 'f9'], ['f1', 'f2', 'f3', 'l4', 'l5', 'l6', 'u1', 'b8', 'b9'], ['r1', 'r2', 'd3', 'f4', 'f5', 'd6', 'l7', 'l8', 'l9'], ['r7', 'r4', 'b1', 'r8', 'r5', 'b2', 'f7', 'f8', 'd9'], ['u3', 'l2', 'l3', 'u2', 'b5', 'b6', 'r9', 'r6', 'b3'], ['d7', 'd4', 'd1', 'd8', 'd5', 'd2', 'l1', 'b4', 'b7']]"
198,"[['r3', 'f6', 'f9', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9'], ['u3', 'l2', 'l3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['f1', 'f2', 'f3', 'f4', 'f5', 'd6', 'f7', 'f8', 'd9'], ['r1', 'r2', 'd3', 'r8', 'r5', 'b2', 'r9', 'r6', 'b3'], ['r7', 'r4', 'b1', 'u2', 'b5', 'b6', 'u1', 'b8', 'b9'], ['d1', 'd2', 'b7', 'd4', 'd5', 'b4', 'd7', 'd8', 'l1']]","['u', 'r', 'up']","[['r3', 'f6', 'f9', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9'], ['u3', 'l2', 'l3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['f1', 'f2', 'f3', 'f4', 'f5', 'd6', 'f7', 'f8', 'd9'], ['r1', 'r2', 'd3', 'r8', 'r5', 'b2', 'r9', 'r6', 'b3'], ['r7', 'r4', 'b1', 'u2', 'b5', 'b6', 'u1', 'b8', 'b9'], ['d1', 'd2', 'b7', 'd4', 'd5', 'b4', 'd7', 'd8', 'l1']]"
199,"[['r1', 'u4', 'r3', 'f4', 'u5', 'f6', 'f7', 'u6', 'f9'], ['f3', 'l6', 'l9', 'f2', 'l5', 'l8', 'f1', 'l4', 'l7'], ['d1', 'r2', 'd3', 'd4', 'f5', 'd6', 'd7', 'f8', 'd9'], ['r7', 'r4', 'b1', 'r8', 'r5', 'b2', 'r9', 'r6', 'b3'], ['u3', 'l2', 'u9', 'u2', 'b5', 'u8', 'u1', 'b8', 'u7'], ['b9', 'd2', 'b7', 'b6', 'd5', 'b4', 'l3', 'd8', 'l1']]","['u', 'r', 'lp']","[['r1', 'u4', 'r3', 'f4', 'u5', 'f6', 'f7', 'u6', 'f9'], ['f3', 'l6', 'l9', 'f2', 'l5', 'l8', 'f1', 'l4', 'l7'], ['d1', 'r2', 'd3', 'd4', 'f5', 'd6', 'd7', 'f8', 'd9'], ['r7', 'r4', 'b1', 'r8', 'r5', 'b2', 'r9', 'r6', 'b3'], ['u3', 'l2', 'u9', 'u2', 'b5', 'u8', 'u1', 'b8', 'u7'], ['b9', 'd2', 'b7', 'b6', 'd5', 'b4', 'l3', 'd8', 'l1']]"
200,"[['u7', 'u4', 'r3', 'u8', 'u5', 'f6', 'r7', 'r8', 'r9'], ['f1', 'f2', 'f9', 'l4', 'l5', 'u6', 'l7', 'l8', 'u9'], ['d3', 'd6', 'd9', 'r2', 'f5', 'f8', 'r1', 'f4', 'f7'], ['b7', 'r4', 'b1', 'd2', 'r5', 'b2', 'd1', 'r6', 'b3'], ['u3', 'l2', 'l3', 'u2', 'b5', 'b6', 'u1', 'b8', 'b9'], ['f3', 'l6', 'l9', 'd4', 'd5', 'b4', 'd7', 'd8', 'l1']]","['u', 'r', 'fp']","[['u7', 'u4', 'r3', 'u8', 'u5', 'f6', 'r7', 'r8', 'r9'], ['f1', 'f2', 'f9', 'l4', 'l5', 'u6', 'l7', 'l8', 'u9'], ['d3', 'd6', 'd9', 'r2', 'f5', 'f8', 'r1', 'f4', 'f7'], ['b7', 'r4', 'b1', 'd2', 'r5', 'b2', 'd1', 'r6', 'b3'], ['u3', 'l2', 'l3', 'u2', 'b5', 'b6', 'u1', 'b8', 'b9'], ['f3', 'l6', 'l9', 'd4', 'd5', 'b4', 'd7', 'd8', 'l1']]"
201,"[['u7', 'u4', 'u1', 'u8', 'u5', 'u2', 'u9', 'u6', 'u3'], ['f1', 'f2', 'f3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['r1', 'r2', 'r3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'b3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['l1', 'l2', 'l3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]","['u', 'r', 'rp']","[['u7', 'u4', 'u1', 'u8', 'u5', 'u2', 'u9', 'u6', 'u3'], ['f1', 'f2', 'f3', 'l4', 'l5', 'l6', 'l7', 'l8', 'l9'], ['r1', 'r2', 'r3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'b3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['l1', 'l2', 'l3', 'b4', 'b5', 'b6', 'b7', 'b8', 'b9'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]"
202,"[['l7', 'l4', 'f1', 'u8', 'u5', 'f6', 'u9', 'u6', 'f9'], ['d7', 'f2', 'f3', 'd8', 'l5', 'l6', 'l1', 'l8', 'l9'], ['r1', 'r2', 'd3', 'f4', 'f5', 'd6', 'f7', 'f8', 'd9'], ['r7', 'r4', 'u7', 'r8', 'r5', 'u4', 'r9', 'r6', 'r3'], ['l3', 'b6', 'b9', 'l2', 'b5', 'b8', 'u3', 'u2', 'u1'], ['d1', 'd2', 'b7', 'd4', 'd5', 'b4', 'b3', 'b2', 'b1']]","['u', 'r', 'bp']","[['l7', 'l4', 'f1', 'u8', 'u5', 'f6', 'u9', 'u6', 'f9'], ['d7', 'f2', 'f3', 'd8', 'l5', 'l6', 'l1', 'l8', 'l9'], ['r1', 'r2', 'd3', 'f4', 'f5', 'd6', 'f7', 'f8', 'd9'], ['r7', 'r4', 'u7', 'r8', 'r5', 'u4', 'r9', 'r6', 'r3'], ['l3', 'b6', 'b9', 'l2', 'b5', 'b8', 'u3', 'u2', 'u1'], ['d1', 'd2', 'b7', 'd4', 'd5', 'b4', 'b3', 'b2', 'b1']]"
203,"[['u7', 'u4', 'r3', 'u8', 'u5', 'f6', 'u9', 'u6', 'f9'], ['f1', 'f2', 'f3', 'l4', 'l5', 'l6', 'f7', 'f8', 'd9'], ['r1', 'r2', 'd3', 'f4', 'f5', 'd6', 'r9', 'r6', 'b3'], ['r7', 'r4', 'b1', 'r8', 'r5', 'b2', 'u1', 'b8', 'b9'], ['u3', 'l2', 'l3', 'u2', 'b5', 'b6', 'l7', 'l8', 'l9'], ['b7', 'b4', 'l1', 'd2', 'd5', 'd8', 'd1', 'd4', 'd7']]","['u', 'r', 'dp']","[['u7', 'u4', 'r3', 'u8', 'u5', 'f6', 'u9', 'u6', 'f9'], ['f1', 'f2', 'f3', 'l4', 'l5', 'l6', 'f7', 'f8', 'd9'], ['r1', 'r2', 'd3', 'f4', 'f5', 'd6', 'r9', 'r6', 'b3'], ['r7', 'r4', 'b1', 'r8', 'r5', 'b2', 'u1', 'b8', 'b9'], ['u3', 'l2', 'l3', 'u2', 'b5', 'b6', 'l7', 'l8', 'l9'], ['b7', 'b4', 'l1', 'd2', 'd5', 'd8', 'd1', 'd4', 'd7']]"
204,"[['u9', 'u8', 'b3', 'u6', 'u5', 'r6', 'u3', 'u2', 'r9'], ['r1', 'r2', 'r3', 'u4', 'l5', 'l6', 'u7', 'l8', 'l9'], ['b1', 'b2', 'd9', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['b7', 'b4', 'l1', 'r4', 'r5', 'd8', 'r7', 'r8', 'd7'], ['u1', 'f2', 'f3', 'b8', 'b5', 'l2', 'b9', 'b6', 'l3'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'f1', 'l4', 'l7']]","['u', 'b', 'u']","[['u9', 'u8', 'b3', 'u6', 'u5', 'r6', 'u3', 'u2', 'r9'], ['r1', 'r2', 'r3', 'u4', 'l5', 'l6', 'u7', 'l8', 'l9'], ['b1', 'b2', 'd9', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['b7', 'b4', 'l1', 'r4', 'r5', 'd8', 'r7', 'r8', 'd7'], ['u1', 'f2', 'f3', 'b8', 'b5', 'l2', 'b9', 'b6', 'l3'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'f1', 'l4', 'l7']]"
205,"[['l3', 'r6', 'r9', 'l2', 'u5', 'u2', 'l1', 'u6', 'u3'], ['u7', 'u4', 'u1', 'l8', 'l5', 'f2', 'l9', 'l6', 'f3'], ['b3', 'r2', 'r3', 'u8', 'f5', 'f6', 'u9', 'f8', 'f9'], ['b1', 'b2', 'd9', 'r4', 'r5', 'd8', 'r7', 'r8', 'd7'], ['b7', 'b4', 'f1', 'b8', 'b5', 'd4', 'b9', 'b6', 'd1'], ['r1', 'd2', 'd3', 'f4', 'd5', 'd6', 'f7', 'l4', 'l7']]","['u', 'b', 'l']","[['l3', 'r6', 'r9', 'l2', 'u5', 'u2', 'l1', 'u6', 'u3'], ['u7', 'u4', 'u1', 'l8', 'l5', 'f2', 'l9', 'l6', 'f3'], ['b3', 'r2', 'r3', 'u8', 'f5', 'f6', 'u9', 'f8', 'f9'], ['b1', 'b2', 'd9', 'r4', 'r5', 'd8', 'r7', 'r8', 'd7'], ['b7', 'b4', 'f1', 'b8', 'b5', 'd4', 'b9', 'b6', 'd1'], ['r1', 'd2', 'd3', 'f4', 'd5', 'd6', 'f7', 'l4', 'l7']]"
206,"[['b3', 'r6', 'r9', 'u8', 'u5', 'u2', 'l9', 'l6', 'f3'], ['u1', 'f2', 'd1', 'u4', 'l5', 'd2', 'u7', 'l8', 'd3'], ['f7', 'f4', 'r1', 'f8', 'f5', 'r2', 'f9', 'f6', 'r3'], ['u9', 'b2', 'd9', 'u6', 'r5', 'd8', 'u3', 'r8', 'd7'], ['b7', 'b4', 'l1', 'b8', 'b5', 'l2', 'b9', 'b6', 'l3'], ['r7', 'r4', 'b1', 'd4', 'd5', 'd6', 'f1', 'l4', 'l7']]","['u', 'b', 'f']","[['b3', 'r6', 'r9', 'u8', 'u5', 'u2', 'l9', 'l6', 'f3'], ['u1', 'f2', 'd1', 'u4', 'l5', 'd2', 'u7', 'l8', 'd3'], ['f7', 'f4', 'r1', 'f8', 'f5', 'r2', 'f9', 'f6', 'r3'], ['u9', 'b2', 'd9', 'u6', 'r5', 'd8', 'u3', 'r8', 'd7'], ['b7', 'b4', 'l1', 'b8', 'b5', 'l2', 'b9', 'b6', 'l3'], ['r7', 'r4', 'b1', 'd4', 'd5', 'd6', 'f1', 'l4', 'l7']]"
207,"[['b3', 'r6', 'r3', 'u8', 'u5', 'f6', 'u9', 'u6', 'f9'], ['u1', 'f2', 'f3', 'u4', 'l5', 'l6', 'u7', 'l8', 'l9'], ['r1', 'r2', 'd3', 'f4', 'f5', 'd6', 'f7', 'f8', 'l7'], ['r7', 'r4', 'b1', 'r8', 'r5', 'b2', 'd7', 'd8', 'd9'], ['u3', 'b4', 'l1', 'u2', 'b5', 'l2', 'r9', 'b6', 'l3'], ['d1', 'd2', 'b9', 'd4', 'd5', 'b8', 'f1', 'l4', 'b7']]","['u', 'b', 'r']","[['b3', 'r6', 'r3', 'u8', 'u5', 'f6', 'u9', 'u6', 'f9'], ['u1', 'f2', 'f3', 'u4', 'l5', 'l6', 'u7', 'l8', 'l9'], ['r1', 'r2', 'd3', 'f4', 'f5', 'd6', 'f7', 'f8', 'l7'], ['r7', 'r4', 'b1', 'r8', 'r5', 'b2', 'd7', 'd8', 'd9'], ['u3', 'b4', 'l1', 'u2', 'b5', 'l2', 'r9', 'b6', 'l3'], ['d1', 'd2', 'b9', 'd4', 'd5', 'b8', 'f1', 'l4', 'b7']]"
208,"[['d9', 'd8', 'd7', 'u8', 'u5', 'u2', 'u9', 'u6', 'u3'], ['r9', 'f2', 'f3', 'r6', 'l5', 'l6', 'b3', 'l8', 'l9'], ['r1', 'r2', 'r3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'l7', 'r4', 'r5', 'l4', 'r7', 'r8', 'f1'], ['b9', 'b8', 'b7', 'b6', 'b5', 'b4', 'l3', 'l2', 'l1'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'u1', 'u4', 'u7']]","['u', 'b', 'b']","[['d9', 'd8', 'd7', 'u8', 'u5', 'u2', 'u9', 'u6', 'u3'], ['r9', 'f2', 'f3', 'r6', 'l5', 'l6', 'b3', 'l8', 'l9'], ['r1', 'r2', 'r3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'l7', 'r4', 'r5', 'l4', 'r7', 'r8', 'f1'], ['b9', 'b8', 'b7', 'b6', 'b5', 'b4', 'l3', 'l2', 'l1'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'u1', 'u4', 'u7']]"
209,"[['b3', 'r6', 'r9', 'u8', 'u5', 'u2', 'u9', 'u6', 'u3'], ['u1', 'f2', 'f3', 'u4', 'l5', 'l6', 'b9', 'b6', 'l3'], ['r1', 'r2', 'r3', 'f4', 'f5', 'f6', 'u7', 'l8', 'l9'], ['b1', 'b2', 'd9', 'r4', 'r5', 'd8', 'f7', 'f8', 'f9'], ['b7', 'b4', 'l1', 'b8', 'b5', 'l2', 'r7', 'r8', 'd7'], ['f1', 'd4', 'd1', 'l4', 'd5', 'd2', 'l7', 'd6', 'd3']]","['u', 'b', 'd']","[['b3', 'r6', 'r9', 'u8', 'u5', 'u2', 'u9', 'u6', 'u3'], ['u1', 'f2', 'f3', 'u4', 'l5', 'l6', 'b9', 'b6', 'l3'], ['r1', 'r2', 'r3', 'f4', 'f5', 'f6', 'u7', 'l8', 'l9'], ['b1', 'b2', 'd9', 'r4', 'r5', 'd8', 'f7', 'f8', 'f9'], ['b7', 'b4', 'l1', 'b8', 'b5', 'l2', 'r7', 'r8', 'd7'], ['f1', 'd4', 'd1', 'l4', 'd5', 'd2', 'l7', 'd6', 'd3']]"
210,"[['r9', 'u2', 'u3', 'r6', 'u5', 'u6', 'b3', 'u8', 'u9'], ['b7', 'b4', 'l1', 'u4', 'l5', 'l6', 'u7', 'l8', 'l9'], ['u1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'd8', 'r7', 'r8', 'd7'], ['b1', 'b2', 'd9', 'b8', 'b5', 'l2', 'b9', 'b6', 'l3'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'f1', 'l4', 'l7']]","['u', 'b', 'up']","[['r9', 'u2', 'u3', 'r6', 'u5', 'u6', 'b3', 'u8', 'u9'], ['b7', 'b4', 'l1', 'u4', 'l5', 'l6', 'u7', 'l8', 'l9'], ['u1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'd8', 'r7', 'r8', 'd7'], ['b1', 'b2', 'd9', 'b8', 'b5', 'l2', 'b9', 'b6', 'l3'], ['d1', 'd2', 'd3', 'd4', 'd5', 'd6', 'f1', 'l4', 'l7']]"
211,"[['r1', 'r6', 'r9', 'f4', 'u5', 'u2', 'f7', 'u6', 'u3'], ['f3', 'l6', 'l9', 'f2', 'l5', 'l8', 'u1', 'u4', 'u7'], ['d1', 'r2', 'r3', 'd4', 'f5', 'f6', 'f1', 'f8', 'f9'], ['b1', 'b2', 'd9', 'r4', 'r5', 'd8', 'r7', 'r8', 'd7'], ['b7', 'b4', 'u9', 'b8', 'b5', 'u8', 'b9', 'b6', 'b3'], ['l3', 'd2', 'd3', 'l2', 'd5', 'd6', 'l1', 'l4', 'l7']]","['u', 'b', 'lp']","[['r1', 'r6', 'r9', 'f4', 'u5', 'u2', 'f7', 'u6', 'u3'], ['f3', 'l6', 'l9', 'f2', 'l5', 'l8', 'u1', 'u4', 'u7'], ['d1', 'r2', 'r3', 'd4', 'f5', 'f6', 'f1', 'f8', 'f9'], ['b1', 'b2', 'd9', 'r4', 'r5', 'd8', 'r7', 'r8', 'd7'], ['b7', 'b4', 'u9', 'b8', 'b5', 'u8', 'b9', 'b6', 'b3'], ['l3', 'd2', 'd3', 'l2', 'd5', 'd6', 'l1', 'l4', 'l7']]"
212,"[['b3', 'r6', 'r9', 'u8', 'u5', 'u2', 'b1', 'r4', 'r7'], ['u1', 'f2', 'u3', 'u4', 'l5', 'u6', 'u7', 'l8', 'u9'], ['r3', 'f6', 'f9', 'r2', 'f5', 'f8', 'r1', 'f4', 'f7'], ['d3', 'b2', 'd9', 'd2', 'r5', 'd8', 'd1', 'r8', 'd7'], ['b7', 'b4', 'l1', 'b8', 'b5', 'l2', 'b9', 'b6', 'l3'], ['f3', 'l6', 'l9', 'd4', 'd5', 'd6', 'f1', 'l4', 'l7']]","['u', 'b', 'fp']","[['b3', 'r6', 'r9', 'u8', 'u5', 'u2', 'b1', 'r4', 'r7'], ['u1', 'f2', 'u3', 'u4', 'l5', 'u6', 'u7', 'l8', 'u9'], ['r3', 'f6', 'f9', 'r2', 'f5', 'f8', 'r1', 'f4', 'f7'], ['d3', 'b2', 'd9', 'd2', 'r5', 'd8', 'd1', 'r8', 'd7'], ['b7', 'b4', 'l1', 'b8', 'b5', 'l2', 'b9', 'b6', 'l3'], ['f3', 'l6', 'l9', 'd4', 'd5', 'd6', 'f1', 'l4', 'l7']]"
213,"[['b3', 'r6', 'b9', 'u8', 'u5', 'b8', 'u9', 'u6', 'b7'], ['u1', 'f2', 'f3', 'u4', 'l5', 'l6', 'u7', 'l8', 'l9'], ['r1', 'r2', 'r9', 'f4', 'f5', 'u2', 'f7', 'f8', 'u3'], ['d9', 'd8', 'd7', 'b2', 'r5', 'r8', 'b1', 'r4', 'r7'], ['l7', 'b4', 'l1', 'd6', 'b5', 'l2', 'd3', 'b6', 'l3'], ['d1', 'd2', 'r3', 'd4', 'd5', 'f6', 'f1', 'l4', 'f9']]","['u', 'b', 'rp']","[['b3', 'r6', 'b9', 'u8', 'u5', 'b8', 'u9', 'u6', 'b7'], ['u1', 'f2', 'f3', 'u4', 'l5', 'l6', 'u7', 'l8', 'l9'], ['r1', 'r2', 'r9', 'f4', 'f5', 'u2', 'f7', 'f8', 'u3'], ['d9', 'd8', 'd7', 'b2', 'r5', 'r8', 'b1', 'r4', 'r7'], ['l7', 'b4', 'l1', 'd6', 'b5', 'l2', 'd3', 'b6', 'l3'], ['d1', 'd2', 'r3', 'd4', 'd5', 'f6', 'f1', 'l4', 'f9']]"
